setting_name,include_labels,include_meshes,top_k,idx,gold,pred,first_answer,confidence,used_retrieval,t_self_ms,t_retrieve_ms,t_total_ms
with_labels_mesh,1,1,3,257,yes,yes,maybe,medium,1,115.038,68.335,203.413
with_labels_mesh,1,1,3,258,no,no,maybe,medium,1,114.450,68.670,202.355
with_labels_mesh,1,1,3,259,no,maybe,maybe,low,1,115.082,70.372,204.948
with_labels_mesh,1,1,3,260,no,yes,yes,high,0,114.529,0.000,114.530
with_labels_mesh,1,1,3,261,yes,maybe,maybe,medium,1,114.216,68.674,196.242
with_labels_mesh,1,1,3,262,yes,yes,maybe,medium,1,114.378,68.773,199.255
with_labels_mesh,1,1,3,263,no,maybe,maybe,low,1,114.769,67.846,197.426
with_labels_mesh,1,1,3,264,no,maybe,maybe,medium,1,114.297,69.021,202.253
with_labels_mesh,1,1,3,265,no,no,no,high,0,114.455,0.000,114.456
with_labels_mesh,1,1,3,266,yes,maybe,maybe,medium,1,114.521,68.755,201.746
with_labels_mesh,1,1,3,267,yes,maybe,maybe,medium,1,114.565,68.534,197.641
with_labels_mesh,1,1,3,268,maybe,yes,yes,high,0,114.487,0.000,114.488
with_labels_mesh,1,1,3,269,no,maybe,maybe,medium,1,114.691,68.069,203.210
with_labels_mesh,1,1,3,270,maybe,yes,yes,high,0,114.892,0.000,114.893
with_labels_mesh,1,1,3,271,yes,maybe,maybe,low,1,115.129,70.350,207.455
with_labels_mesh,1,1,3,272,yes,maybe,maybe,medium,1,114.722,68.926,203.505
with_labels_mesh,1,1,3,273,no,maybe,maybe,medium,1,114.627,69.007,199.693
with_labels_mesh,1,1,3,274,yes,yes,yes,high,0,114.914,0.000,114.914
with_labels_mesh,1,1,3,275,no,yes,yes,high,0,114.142,0.000,114.143
with_labels_mesh,1,1,3,276,yes,maybe,maybe,medium,1,114.439,68.924,201.710
with_labels_mesh,1,1,3,277,yes,maybe,maybe,medium,1,114.374,68.855,205.596
with_labels_mesh,1,1,3,278,yes,yes,maybe,medium,1,115.040,68.241,196.462
with_labels_mesh,1,1,3,279,yes,maybe,maybe,medium,1,115.288,69.820,198.893
with_labels_mesh,1,1,3,280,no,yes,yes,high,0,115.036,0.000,115.037
with_labels_mesh,1,1,3,281,yes,no,no,high,0,114.696,0.000,114.697
with_labels_mesh,1,1,3,282,maybe,yes,yes,high,0,114.562,0.000,114.562
with_labels_mesh,1,1,3,283,yes,maybe,maybe,medium,1,114.817,68.245,199.287
with_labels_mesh,1,1,3,284,yes,yes,maybe,medium,1,114.328,68.894,196.917
with_labels_mesh,1,1,3,285,yes,maybe,maybe,medium,1,114.646,69.184,203.944
with_labels_mesh,1,1,3,286,maybe,no,no,high,0,114.815,0.000,114.816
with_labels_mesh,1,1,3,287,no,yes,maybe,medium,1,115.045,68.824,202.973
with_labels_mesh,1,1,3,288,yes,maybe,maybe,low,1,114.417,69.285,205.901
with_labels_mesh,1,1,3,289,yes,maybe,maybe,medium,1,114.998,68.733,195.255
with_labels_mesh,1,1,3,290,no,maybe,maybe,low,1,114.599,68.537,198.282
with_labels_mesh,1,1,3,291,yes,maybe,maybe,medium,1,114.398,69.714,202.925
with_labels_mesh,1,1,3,292,maybe,maybe,maybe,medium,1,114.803,69.251,200.870
with_labels_mesh,1,1,3,293,no,maybe,maybe,medium,1,114.450,69.249,200.266
with_labels_mesh,1,1,3,294,maybe,yes,yes,high,0,114.401,0.000,114.402
with_labels_mesh,1,1,3,295,yes,maybe,maybe,low,1,114.077,68.799,201.181
with_labels_mesh,1,1,3,296,yes,maybe,maybe,medium,1,114.281,68.933,197.617
with_labels_mesh,1,1,3,297,yes,no,no,high,0,115.260,0.000,115.261
with_labels_mesh,1,1,3,298,no,yes,yes,high,0,114.007,0.000,114.008
with_labels_mesh,1,1,3,299,yes,yes,maybe,medium,1,115.269,69.081,205.943
with_labels_mesh,1,1,3,300,yes,maybe,maybe,medium,1,114.635,69.113,201.741
with_labels_mesh,1,1,3,301,yes,yes,yes,high,0,114.888,0.000,114.888
with_labels_mesh,1,1,3,302,no,maybe,maybe,medium,1,115.248,69.138,199.464
with_labels_mesh,1,1,3,303,no,maybe,maybe,medium,1,115.160,69.179,203.944
with_labels_mesh,1,1,3,304,yes,no,no,high,0,115.080,0.000,115.081
with_labels_mesh,1,1,3,305,yes,maybe,maybe,medium,1,115.052,68.992,205.566
with_labels_mesh,1,1,3,306,yes,yes,yes,high,0,114.694,0.000,114.694
with_labels_mesh,1,1,3,307,yes,yes,yes,high,0,664.509,0.000,664.510
with_labels_mesh,1,1,3,308,yes,no,no,high,0,115.586,0.000,115.587
with_labels_mesh,1,1,3,309,yes,maybe,maybe,medium,1,114.910,68.879,198.174
with_labels_mesh,1,1,3,310,maybe,yes,yes,high,0,115.200,0.000,115.201
with_labels_mesh,1,1,3,311,yes,yes,maybe,medium,1,114.057,68.972,202.637
with_labels_mesh,1,1,3,312,no,maybe,maybe,medium,1,115.017,69.629,205.095
with_labels_mesh,1,1,3,313,yes,maybe,maybe,medium,1,114.882,69.144,199.357
with_labels_mesh,1,1,3,314,yes,maybe,maybe,medium,1,114.921,69.987,202.960
with_labels_mesh,1,1,3,315,yes,maybe,maybe,medium,1,114.375,69.103,201.873
with_labels_mesh,1,1,3,316,no,maybe,maybe,medium,1,114.641,68.680,203.085
with_labels_mesh,1,1,3,317,yes,maybe,maybe,medium,1,114.879,68.610,202.442
with_labels_mesh,1,1,3,318,no,yes,yes,high,0,115.029,0.000,115.030
with_labels_mesh,1,1,3,319,yes,maybe,maybe,low,1,115.236,68.230,196.012
with_labels_mesh,1,1,3,320,yes,yes,yes,high,0,663.990,0.000,663.991
with_labels_mesh,1,1,3,321,no,no,no,high,0,115.097,0.000,115.097
with_labels_mesh,1,1,3,322,no,maybe,maybe,medium,1,114.744,68.429,196.019
with_labels_mesh,1,1,3,323,maybe,maybe,maybe,medium,1,114.958,69.273,199.353
with_labels_mesh,1,1,3,324,yes,yes,maybe,medium,1,114.892,69.541,203.049
with_labels_mesh,1,1,3,325,no,maybe,maybe,medium,1,114.810,67.797,198.176
with_labels_mesh,1,1,3,326,yes,no,no,high,0,114.876,0.000,114.877
with_labels_mesh,1,1,3,327,yes,yes,yes,high,0,114.618,0.000,114.618
with_labels_mesh,1,1,3,328,maybe,maybe,maybe,medium,1,114.624,68.303,197.973
with_labels_mesh,1,1,3,329,no,yes,yes,high,0,114.843,0.000,114.843
with_labels_mesh,1,1,3,330,yes,maybe,maybe,medium,1,114.810,68.918,198.776
with_labels_mesh,1,1,3,331,yes,no,no,high,0,114.777,0.000,114.777
with_labels_mesh,1,1,3,332,yes,yes,yes,high,0,114.560,0.000,114.561
with_labels_mesh,1,1,3,333,yes,yes,yes,high,0,114.576,0.000,114.576
with_labels_mesh,1,1,3,334,no,maybe,maybe,medium,1,114.529,68.542,198.780
with_labels_mesh,1,1,3,335,no,yes,yes,high,0,114.442,0.000,114.443
with_labels_mesh,1,1,3,336,no,yes,yes,high,0,115.015,0.000,115.016
with_labels_mesh,1,1,3,337,yes,maybe,maybe,medium,1,115.690,68.920,197.493
with_labels_mesh,1,1,3,338,yes,yes,yes,high,0,114.145,0.000,114.146
with_labels_mesh,1,1,3,339,yes,yes,yes,high,0,114.598,0.000,114.598
with_labels_mesh,1,1,3,340,yes,maybe,no,medium,1,664.362,68.977,749.285
with_labels_mesh,1,1,3,341,maybe,maybe,maybe,low,1,114.901,69.397,202.125
with_labels_mesh,1,1,3,342,no,maybe,maybe,medium,1,114.932,68.277,198.376
with_labels_mesh,1,1,3,343,no,yes,yes,high,0,114.792,0.000,114.793
with_labels_mesh,1,1,3,344,maybe,yes,maybe,medium,1,114.869,68.186,196.641
with_labels_mesh,1,1,3,345,no,maybe,maybe,medium,1,114.621,68.101,200.336
with_labels_mesh,1,1,3,346,maybe,maybe,maybe,medium,1,114.609,67.966,195.384
with_labels_mesh,1,1,3,347,no,maybe,maybe,medium,1,114.998,68.248,198.736
with_labels_mesh,1,1,3,348,yes,yes,maybe,medium,1,114.543,67.984,202.991
with_labels_mesh,1,1,3,349,yes,maybe,maybe,medium,1,114.612,67.887,209.695
with_labels_mesh,1,1,3,350,yes,maybe,maybe,medium,1,115.721,67.515,194.981
with_labels_mesh,1,1,3,351,no,maybe,maybe,medium,1,115.103,68.871,198.051
with_labels_mesh,1,1,3,352,yes,no,no,high,0,114.325,0.000,114.326
with_labels_mesh,1,1,3,353,maybe,yes,yes,high,0,114.496,0.000,114.496
with_labels_mesh,1,1,3,354,yes,maybe,maybe,medium,1,115.524,69.115,200.053
with_labels_mesh,1,1,3,355,yes,yes,yes,high,0,114.774,0.000,114.775
with_labels_mesh,1,1,3,356,maybe,maybe,maybe,medium,1,114.855,68.235,203.778
with_labels_mesh,1,1,3,357,no,yes,yes,high,0,114.234,0.000,114.235
with_labels_mesh,1,1,3,358,no,maybe,maybe,high,0,114.469,0.000,114.470
with_labels_mesh,1,1,3,359,no,yes,yes,high,0,114.524,0.000,114.524
with_labels_mesh,1,1,3,360,no,no,no,high,0,114.982,0.000,114.983
with_labels_mesh,1,1,3,361,yes,maybe,maybe,medium,1,114.766,68.550,202.136
with_labels_mesh,1,1,3,362,yes,no,no,high,0,114.945,0.000,114.946
with_labels_mesh,1,1,3,363,yes,yes,yes,high,0,663.045,0.000,663.045
with_labels_mesh,1,1,3,364,no,maybe,maybe,medium,1,115.112,68.309,199.126
with_labels_mesh,1,1,3,365,no,maybe,maybe,medium,1,114.627,67.793,194.772
with_labels_mesh,1,1,3,366,no,yes,maybe,medium,1,114.923,67.355,196.514
with_labels_mesh,1,1,3,367,yes,maybe,maybe,medium,1,115.058,67.981,196.639
with_labels_mesh,1,1,3,368,yes,maybe,maybe,medium,1,114.902,69.088,202.127
with_labels_mesh,1,1,3,369,no,maybe,maybe,medium,1,114.500,68.132,200.869
with_labels_mesh,1,1,3,370,maybe,maybe,maybe,high,0,114.649,0.000,114.650
with_labels_mesh,1,1,3,371,yes,yes,maybe,medium,1,114.796,68.228,198.578
with_labels_mesh,1,1,3,372,yes,maybe,maybe,medium,1,114.640,68.298,199.619
with_labels_mesh,1,1,3,373,no,yes,yes,high,0,114.385,0.000,114.385
with_labels_mesh,1,1,3,374,no,maybe,maybe,medium,1,114.660,69.092,201.036
with_labels_mesh,1,1,3,375,no,maybe,maybe,medium,1,114.397,68.026,197.963
with_labels_mesh,1,1,3,376,yes,maybe,maybe,medium,1,114.824,67.974,202.319
with_labels_mesh,1,1,3,377,yes,maybe,maybe,medium,1,114.288,67.788,199.762
with_labels_mesh,1,1,3,378,yes,maybe,maybe,medium,1,114.920,68.046,198.750
with_labels_mesh,1,1,3,379,yes,maybe,maybe,medium,1,114.599,67.894,197.990
with_labels_mesh,1,1,3,380,no,maybe,maybe,medium,1,114.677,67.714,195.410
with_labels_mesh,1,1,3,381,no,yes,yes,high,0,663.196,0.000,663.197
with_labels_mesh,1,1,3,382,yes,yes,yes,high,0,114.978,0.000,114.979
with_labels_mesh,1,1,3,383,no,maybe,maybe,medium,1,114.887,68.685,206.513
with_labels_mesh,1,1,3,384,yes,maybe,maybe,medium,1,115.077,68.130,202.183
with_labels_mesh,1,1,3,385,maybe,maybe,maybe,medium,1,115.384,68.953,199.503
with_labels_mesh,1,1,3,386,maybe,maybe,maybe,medium,1,114.741,69.296,199.637
with_labels_mesh,1,1,3,387,no,maybe,maybe,medium,1,114.630,67.531,201.522
with_labels_mesh,1,1,3,388,yes,no,no,high,0,114.928,0.000,114.929
with_labels_mesh,1,1,3,389,yes,maybe,maybe,medium,1,115.231,68.278,196.205
with_labels_mesh,1,1,3,390,yes,yes,yes,high,0,114.489,0.000,114.489
with_labels_mesh,1,1,3,391,no,yes,yes,high,0,114.257,0.000,114.257
with_labels_mesh,1,1,3,392,no,maybe,maybe,medium,1,114.930,68.523,199.100
with_labels_mesh,1,1,3,393,no,maybe,maybe,medium,1,114.755,68.466,202.679
with_labels_mesh,1,1,3,394,yes,maybe,maybe,medium,1,115.204,69.478,203.206
with_labels_mesh,1,1,3,395,no,maybe,maybe,medium,1,114.952,67.852,198.303
with_labels_mesh,1,1,3,396,yes,maybe,maybe,medium,1,114.552,67.889,197.237
with_labels_mesh,1,1,3,397,yes,yes,yes,high,0,114.475,0.000,114.476
with_labels_mesh,1,1,3,398,yes,maybe,maybe,medium,1,114.333,67.914,197.538
with_labels_mesh,1,1,3,399,no,no,no,high,0,114.817,0.000,114.817
with_labels_mesh,1,1,3,400,yes,yes,yes,high,0,115.012,0.000,115.013
with_labels_mesh,1,1,3,401,no,maybe,maybe,medium,1,114.362,67.659,200.197
with_labels_mesh,1,1,3,402,yes,yes,yes,high,0,114.560,0.000,114.561
with_labels_mesh,1,1,3,403,yes,maybe,maybe,medium,1,114.239,67.721,200.462
with_labels_mesh,1,1,3,404,yes,yes,yes,high,0,114.547,0.000,114.547
with_labels_mesh,1,1,3,405,no,yes,yes,high,0,114.397,0.000,114.398
with_labels_mesh,1,1,3,406,yes,maybe,maybe,medium,1,114.403,67.936,201.385
with_labels_mesh,1,1,3,407,no,maybe,maybe,medium,1,115.292,69.107,203.726
with_labels_mesh,1,1,3,408,maybe,yes,maybe,medium,1,114.487,67.551,200.336
with_labels_mesh,1,1,3,409,yes,yes,maybe,medium,1,114.796,67.713,195.387
with_labels_mesh,1,1,3,410,yes,yes,yes,high,0,114.384,0.000,114.385
with_labels_mesh,1,1,3,411,yes,yes,yes,high,0,114.159,0.000,114.159
with_labels_mesh,1,1,3,412,yes,maybe,maybe,medium,1,114.584,67.206,195.228
with_labels_mesh,1,1,3,413,no,yes,yes,high,0,114.425,0.000,114.426
with_labels_mesh,1,1,3,414,no,yes,maybe,medium,1,114.295,67.737,197.244
with_labels_mesh,1,1,3,415,no,yes,yes,high,0,662.988,0.000,662.989
with_labels_mesh,1,1,3,416,yes,maybe,maybe,medium,1,115.027,67.546,197.436
with_labels_mesh,1,1,3,417,maybe,maybe,maybe,medium,1,114.528,67.782,203.659
with_labels_mesh,1,1,3,418,yes,maybe,maybe,medium,1,114.689,68.063,202.043
with_labels_mesh,1,1,3,419,no,no,no,high,0,114.936,0.000,114.937
with_labels_mesh,1,1,3,420,no,maybe,maybe,medium,1,114.503,68.574,198.472
with_labels_mesh,1,1,3,421,maybe,yes,maybe,medium,1,114.847,68.819,199.032
with_labels_mesh,1,1,3,422,yes,maybe,maybe,medium,1,115.472,70.218,204.349
with_labels_mesh,1,1,3,423,yes,maybe,maybe,medium,1,114.870,68.333,198.763
with_labels_mesh,1,1,3,424,yes,maybe,maybe,medium,1,114.669,68.564,202.592
with_labels_mesh,1,1,3,425,yes,yes,yes,high,0,114.747,0.000,114.747
with_labels_mesh,1,1,3,426,no,maybe,maybe,medium,1,114.657,68.076,201.625
with_labels_mesh,1,1,3,427,yes,maybe,maybe,medium,1,114.638,68.125,199.311
with_labels_mesh,1,1,3,428,yes,maybe,maybe,medium,1,115.216,68.554,202.980
with_labels_mesh,1,1,3,429,no,maybe,maybe,medium,1,115.035,68.440,201.212
with_labels_mesh,1,1,3,430,yes,no,no,high,0,114.621,0.000,114.621
with_labels_mesh,1,1,3,431,yes,maybe,maybe,medium,1,114.433,68.365,201.501
with_labels_mesh,1,1,3,432,yes,maybe,maybe,medium,1,115.165,67.818,196.404
with_labels_mesh,1,1,3,433,no,yes,yes,high,0,114.619,0.000,114.620
with_labels_mesh,1,1,3,434,yes,yes,yes,high,0,662.445,0.000,662.446
with_labels_mesh,1,1,3,435,no,yes,yes,high,0,114.989,0.000,114.990
with_labels_mesh,1,1,3,436,yes,maybe,maybe,medium,1,114.576,68.393,200.975
with_labels_mesh,1,1,3,437,yes,yes,yes,high,0,114.614,0.000,114.614
with_labels_mesh,1,1,3,438,no,maybe,maybe,medium,1,114.937,68.025,195.566
with_labels_mesh,1,1,3,439,yes,maybe,maybe,medium,1,114.240,68.115,201.296
with_labels_mesh,1,1,3,440,yes,yes,yes,high,0,114.586,0.000,114.586
with_labels_mesh,1,1,3,441,no,yes,yes,high,0,662.837,0.000,662.838
with_labels_mesh,1,1,3,442,no,yes,yes,high,0,113.809,0.000,113.810
with_labels_mesh,1,1,3,443,no,maybe,maybe,medium,1,114.875,68.238,198.228
with_labels_mesh,1,1,3,444,yes,maybe,maybe,medium,1,115.043,68.005,198.626
with_labels_mesh,1,1,3,445,yes,yes,yes,high,0,114.502,0.000,114.502
with_labels_mesh,1,1,3,446,no,yes,yes,high,0,114.398,0.000,114.398
with_labels_mesh,1,1,3,447,no,yes,yes,high,0,114.833,0.000,114.834
with_labels_mesh,1,1,3,448,no,no,no,high,0,114.836,0.000,114.836
with_labels_mesh,1,1,3,449,no,maybe,maybe,medium,1,114.782,69.018,205.221
with_labels_mesh,1,1,3,450,yes,maybe,maybe,medium,1,114.795,68.674,204.686
with_labels_mesh,1,1,3,451,yes,maybe,maybe,medium,1,114.849,67.603,197.718
with_labels_mesh,1,1,3,452,yes,no,no,high,0,114.462,0.000,114.463
with_labels_mesh,1,1,3,453,no,maybe,maybe,medium,1,114.614,68.201,198.936
with_labels_mesh,1,1,3,454,yes,yes,yes,high,0,663.206,0.000,663.206
with_labels_mesh,1,1,3,455,no,yes,yes,high,0,115.055,0.000,115.056
with_labels_mesh,1,1,3,456,no,maybe,maybe,medium,1,115.138,68.407,202.436
with_labels_mesh,1,1,3,457,no,maybe,maybe,medium,1,114.812,68.033,197.832
with_labels_mesh,1,1,3,458,no,maybe,maybe,medium,1,114.766,67.872,195.176
with_labels_mesh,1,1,3,459,no,yes,maybe,medium,1,114.761,68.004,197.819
with_labels_mesh,1,1,3,460,no,yes,yes,high,0,662.964,0.000,662.964
with_labels_mesh,1,1,3,461,yes,maybe,maybe,medium,1,115.094,68.495,199.587
with_labels_mesh,1,1,3,462,no,maybe,maybe,medium,1,114.925,68.384,204.235
with_labels_mesh,1,1,3,463,no,maybe,maybe,medium,1,115.019,68.966,205.992
with_labels_mesh,1,1,3,464,yes,maybe,maybe,medium,1,115.098,68.034,202.460
with_labels_mesh,1,1,3,465,yes,yes,yes,high,0,114.270,0.000,114.271
with_labels_mesh,1,1,3,466,yes,yes,yes,high,0,114.823,0.000,114.824
with_labels_mesh,1,1,3,467,yes,yes,yes,high,0,662.890,0.000,662.890
with_labels_mesh,1,1,3,468,yes,yes,yes,high,0,114.706,0.000,114.706
with_labels_mesh,1,1,3,469,no,no,no,high,0,114.717,0.000,114.717
with_labels_mesh,1,1,3,470,yes,no,no,high,0,114.656,0.000,114.656
with_labels_mesh,1,1,3,471,yes,maybe,maybe,medium,1,114.863,69.489,201.849
with_labels_mesh,1,1,3,472,yes,maybe,maybe,medium,1,114.752,69.097,201.154
with_labels_mesh,1,1,3,473,yes,maybe,maybe,medium,1,115.208,69.966,206.537
with_labels_mesh,1,1,3,474,yes,maybe,maybe,medium,1,114.342,68.600,196.452
with_labels_mesh,1,1,3,475,yes,yes,yes,high,0,114.908,0.000,114.909
with_labels_mesh,1,1,3,476,yes,yes,maybe,medium,1,114.518,68.645,201.885
with_labels_mesh,1,1,3,477,yes,maybe,maybe,medium,1,114.822,68.680,202.024
with_labels_mesh,1,1,3,478,yes,yes,yes,high,0,114.712,0.000,114.713
with_labels_mesh,1,1,3,479,maybe,no,no,high,0,114.564,0.000,114.564
with_labels_mesh,1,1,3,480,yes,maybe,maybe,medium,1,114.830,68.419,198.509
with_labels_mesh,1,1,3,481,yes,maybe,maybe,medium,1,114.618,68.173,198.891
with_labels_mesh,1,1,3,482,no,no,no,high,0,114.762,0.000,114.762
with_labels_mesh,1,1,3,483,yes,maybe,maybe,medium,1,114.674,68.643,204.082
with_labels_mesh,1,1,3,484,yes,maybe,maybe,medium,1,114.387,68.622,201.292
with_labels_mesh,1,1,3,485,yes,yes,yes,high,0,114.674,0.000,114.674
with_labels_mesh,1,1,3,486,yes,yes,yes,high,0,114.888,0.000,114.888
with_labels_mesh,1,1,3,487,yes,yes,yes,high,0,115.110,0.000,115.110
with_labels_mesh,1,1,3,488,yes,maybe,maybe,medium,1,114.980,70.119,203.412
with_labels_mesh,1,1,3,489,yes,maybe,maybe,medium,1,115.090,69.998,200.457
with_labels_mesh,1,1,3,490,no,maybe,maybe,medium,1,114.813,69.442,204.302
with_labels_mesh,1,1,3,491,no,maybe,maybe,medium,1,114.531,69.399,200.137
with_labels_mesh,1,1,3,492,yes,maybe,maybe,medium,1,115.206,70.556,206.464
with_labels_mesh,1,1,3,493,no,yes,yes,high,0,114.796,0.000,114.796
with_labels_mesh,1,1,3,494,yes,no,no,high,0,114.818,0.000,114.818
with_labels_mesh,1,1,3,495,yes,no,no,high,0,114.705,0.000,114.706
with_labels_mesh,1,1,3,496,yes,maybe,maybe,medium,1,115.329,69.926,206.333
with_labels_mesh,1,1,3,497,yes,yes,yes,high,0,665.310,0.000,665.311
with_labels_mesh,1,1,3,498,no,maybe,maybe,medium,1,114.856,69.510,199.442
with_labels_mesh,1,1,3,499,no,no,no,high,0,114.648,0.000,114.648
with_labels_mesh,1,1,3,500,no,maybe,maybe,medium,1,114.738,68.786,199.606
with_labels_mesh,1,1,3,501,maybe,maybe,maybe,medium,1,114.966,68.841,198.863
with_labels_mesh,1,1,3,502,yes,maybe,maybe,medium,1,114.823,68.656,199.091
with_labels_mesh,1,1,3,503,no,no,no,high,0,114.678,0.000,114.678
with_labels_mesh,1,1,3,504,yes,yes,yes,high,0,114.921,0.000,114.921
with_labels_mesh,1,1,3,505,no,maybe,maybe,medium,1,114.864,68.979,202.931
with_labels_mesh,1,1,3,506,yes,no,maybe,medium,1,114.872,69.005,206.998
with_labels_mesh,1,1,3,507,no,no,no,high,0,114.948,0.000,114.949
with_labels_mesh,1,1,3,508,no,yes,yes,high,0,115.088,0.000,115.089
with_labels_mesh,1,1,3,509,yes,maybe,maybe,medium,1,114.808,69.079,199.182
with_labels_mesh,1,1,3,510,yes,yes,maybe,medium,1,115.079,69.252,203.019
with_labels_mesh,1,1,3,511,yes,yes,yes,high,0,114.611,0.000,114.611
with_labels_mesh,1,1,3,512,yes,yes,maybe,medium,1,114.664,68.506,196.832
with_labels_mesh,1,1,3,513,no,no,no,high,0,663.406,0.000,663.407
with_labels_mesh,1,1,3,514,yes,maybe,maybe,medium,1,115.227,69.221,202.762
with_labels_mesh,1,1,3,515,maybe,maybe,maybe,low,1,114.883,69.150,202.971
with_labels_mesh,1,1,3,516,no,maybe,maybe,medium,1,114.652,68.874,201.697
with_labels_mesh,1,1,3,517,yes,maybe,maybe,medium,1,114.794,69.588,200.753
with_labels_mesh,1,1,3,518,yes,maybe,maybe,medium,1,114.764,69.388,203.721
with_labels_mesh,1,1,3,519,no,yes,yes,high,0,114.873,0.000,114.874
with_labels_mesh,1,1,3,520,yes,maybe,maybe,medium,1,114.653,68.705,201.095
with_labels_mesh,1,1,3,521,yes,maybe,maybe,medium,1,115.049,68.493,199.310
with_labels_mesh,1,1,3,522,yes,yes,yes,high,0,114.443,0.000,114.443
with_labels_mesh,1,1,3,523,yes,maybe,maybe,medium,1,115.041,68.823,202.667
with_labels_mesh,1,1,3,524,no,yes,yes,high,0,115.048,0.000,115.049
with_labels_mesh,1,1,3,525,yes,maybe,maybe,medium,1,114.466,68.405,198.732
with_labels_mesh,1,1,3,526,yes,maybe,maybe,medium,1,115.029,68.344,204.878
with_labels_mesh,1,1,3,527,yes,yes,yes,high,0,114.752,0.000,114.753
with_labels_mesh,1,1,3,528,no,maybe,maybe,medium,1,114.413,68.484,201.800
with_labels_mesh,1,1,3,529,yes,yes,yes,high,0,115.395,0.000,115.396
with_labels_mesh,1,1,3,530,yes,maybe,maybe,medium,1,114.962,68.561,199.586
with_labels_mesh,1,1,3,531,yes,maybe,maybe,medium,1,114.955,69.339,200.413
with_labels_mesh,1,1,3,532,yes,yes,yes,high,0,115.109,0.000,115.110
with_labels_mesh,1,1,3,533,yes,yes,maybe,medium,1,114.561,69.058,201.808
with_labels_mesh,1,1,3,534,yes,maybe,maybe,medium,1,114.996,68.439,199.623
with_labels_mesh,1,1,3,535,yes,maybe,maybe,medium,1,115.474,68.466,201.820
with_labels_mesh,1,1,3,536,yes,yes,yes,high,0,114.915,0.000,114.915
with_labels_mesh,1,1,3,537,no,maybe,maybe,medium,1,114.754,68.807,203.015
with_labels_mesh,1,1,3,538,no,yes,yes,high,0,114.783,0.000,114.784
with_labels_mesh,1,1,3,539,no,no,no,high,0,663.542,0.000,663.543
with_labels_mesh,1,1,3,540,yes,yes,yes,high,0,115.366,0.000,115.366
with_labels_mesh,1,1,3,541,yes,yes,maybe,medium,1,114.925,68.014,201.201
with_labels_mesh,1,1,3,542,yes,yes,yes,high,0,114.637,0.000,114.637
with_labels_mesh,1,1,3,543,yes,maybe,maybe,medium,1,114.938,69.225,196.387
with_labels_mesh,1,1,3,544,yes,yes,yes,high,0,114.588,0.000,114.589
with_labels_mesh,1,1,3,545,yes,maybe,maybe,medium,1,114.444,68.372,196.083
with_labels_mesh,1,1,3,546,yes,maybe,maybe,medium,1,114.235,68.326,201.441
with_labels_mesh,1,1,3,547,yes,no,maybe,medium,1,114.592,67.934,204.172
with_labels_mesh,1,1,3,548,yes,maybe,maybe,medium,1,114.911,69.086,197.525
with_labels_mesh,1,1,3,549,yes,maybe,maybe,medium,1,114.831,68.097,201.413
with_labels_mesh,1,1,3,550,no,yes,yes,high,0,115.059,0.000,115.059
with_labels_mesh,1,1,3,551,yes,maybe,maybe,medium,1,114.997,68.367,202.178
with_labels_mesh,1,1,3,552,no,maybe,maybe,medium,1,114.942,68.662,198.970
with_labels_mesh,1,1,3,553,yes,maybe,maybe,medium,1,115.183,69.583,208.330
with_labels_mesh,1,1,3,554,no,yes,yes,high,0,663.308,0.000,663.309
with_labels_mesh,1,1,3,555,no,yes,yes,high,0,115.321,0.000,115.322
with_labels_mesh,1,1,3,556,yes,yes,yes,high,0,114.877,0.000,114.878
with_labels_mesh,1,1,3,557,yes,maybe,maybe,medium,1,114.974,68.738,200.160
with_labels_mesh,1,1,3,558,no,no,maybe,medium,1,114.866,68.382,199.692
with_labels_mesh,1,1,3,559,yes,yes,yes,high,0,114.768,0.000,114.768
with_labels_mesh,1,1,3,560,no,maybe,maybe,medium,1,114.699,68.533,198.669
with_labels_mesh,1,1,3,561,no,yes,yes,high,0,114.994,0.000,114.995
with_labels_mesh,1,1,3,562,yes,maybe,maybe,medium,1,114.713,68.335,199.482
with_labels_mesh,1,1,3,563,no,no,maybe,medium,1,115.056,68.290,202.692
with_labels_mesh,1,1,3,564,yes,yes,yes,high,0,114.606,0.000,114.606
with_labels_mesh,1,1,3,565,yes,yes,yes,high,0,663.515,0.000,663.516
with_labels_mesh,1,1,3,566,no,maybe,maybe,medium,1,114.770,68.761,202.832
with_labels_mesh,1,1,3,567,yes,maybe,maybe,medium,1,114.863,68.416,198.488
with_labels_mesh,1,1,3,568,yes,maybe,maybe,medium,1,114.741,68.281,201.854
with_labels_mesh,1,1,3,569,yes,yes,yes,high,0,114.695,0.000,114.695
with_labels_mesh,1,1,3,570,yes,yes,yes,high,0,114.654,0.000,114.655
with_labels_mesh,1,1,3,571,yes,yes,maybe,low,1,114.761,68.433,196.853
with_labels_mesh,1,1,3,572,yes,maybe,maybe,medium,1,114.730,68.391,194.752
with_labels_mesh,1,1,3,573,no,maybe,maybe,medium,1,115.127,68.323,202.192
with_labels_mesh,1,1,3,574,yes,no,maybe,medium,1,115.050,69.380,200.166
with_labels_mesh,1,1,3,575,yes,maybe,maybe,medium,1,114.889,68.231,204.649
with_labels_mesh,1,1,3,576,yes,yes,yes,high,0,114.545,0.000,114.546
with_labels_mesh,1,1,3,577,yes,yes,maybe,medium,1,114.572,68.379,202.034
with_labels_mesh,1,1,3,578,no,maybe,maybe,medium,1,114.994,68.351,202.245
